GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!In labor force,Percent!!EMPLOYMENT STATUS!!Percent Unemployed,median housing price
49049,"Utah County, Utah","540,504","271,901","268,603","65,727","84,382","62,485","45,644","20,265","14,000",24.5,"59,434","452,659","2,750","2,398","7,079","152,017",58425,144466,92657,35530,36503,61927,27244,61857,82685,44594,64398,32921,2220.0,9.0,33.6,38.4,36.5,38.4,258248,6.7,209200
49053,"Washington County, Utah","144,809","71,866","72,943","9,519","17,706","14,793","13,834","7,198","7,549",33.7,"14,380","123,516",816,"1,323",964,"59,405",43837,48186,36102,51717,26368,46199,17417,45050,55966,41232,52193,23196,1317.0,6.3,16.5,23.5,25.8,28.8,60259,9.2,182200
50007,"Chittenden County, Vermont","158,504","77,585","80,919","17,260","21,259","18,484","23,737","11,293","8,666",36.5,"3,158","143,627","3,806",392,"4,690","66,425",63686,63022,46465,36126,36497,66613,32060,66907,80764,41778,84326,40593,238.0,11.8,54.9,54.8,47.1,38.3,94997,6.3,267100
51013,"Arlington County, Virginia","221,045","110,100","110,945","14,224","62,917","37,506","25,584","10,383","11,535",33.6,"34,010","140,451","19,558",106,"21,787","107,734",100474,95369,53864,89923,62286,112795,60640,101185,123289,78494,137216,82170,156.0,55.1,80.3,71.0,69.6,54.6,149428,4.2,580400
51019,"Bedford County, Virginia","69,590","34,228","35,362","3,581","6,403","8,766","11,267","5,760","5,258",45.1,"1,257","62,505","4,081",0,863,"32,404",57625,28449,70228,25152,38996,58181,21193,67109,68929,43130,72509,29513,223.0,6.3,22.8,40.6,25.8,20.5,34662,5.0,202600
51041,"Chesterfield County, Virginia","323,856","155,698","168,158","19,477","37,453","45,896","49,284","24,186","17,953",38.3,"24,253","208,314","72,064",808,"10,810","123,916",70243,115148,60945,63323,46392,75860,32915,71017,84355,50837,80427,44509,786.0,7.9,35.6,42.1,37.2,30.2,173651,7.9,215700
51059,"Fairfax County, Virginia","1,118,602","553,290","565,312","61,249","164,061","166,876","174,402","73,600","65,301",37.4,"179,918","596,277","97,690","1,510","200,187","408,577",107096,391216,74663,102043,70242,123929,44167,101702,129081,81995,124831,74457,706.0,20.3,57.0,61.2,60.0,51.5,646270,4.4,483000
51061,"Fauquier County, Virginia","66,542","33,044","33,498","4,203","6,592","8,490","11,422","4,657","4,302",40.9,"4,436","54,202","4,865",0,919,"25,850",83677,23044,31845,81000,44716,90179,67254,83142,92547,56976,101028,52568,164.0,8.3,24.0,30.2,29.7,28.6,36240,4.7,352200
51087,"Henrico County, Virginia","314,932","147,361","167,571","18,764","45,530","43,503","46,094","18,712","20,279",37.7,"16,265","176,780","93,348",689,"20,136","133,656",58338,123501,41573,77140,57999,67753,23851,59637,74368,39339,71873,39264,660.0,13.7,40.4,46.5,41.1,30.0,177178,8.1,207700
51107,"Loudoun County, Virginia","336,898","166,651","170,247","15,099","43,897","62,023","53,481","17,751","12,814",35.3,"43,040","204,042","23,954",593,"53,684","114,729",117876,108559,101022,135286,72076,124016,41624,116932,134759,71096,127192,77405,2980.0,13.0,56.1,68.0,56.4,37.2,190107,3.9,428500
51153,"Prince William County, Virginia","430,289","213,825","216,464","26,825","64,110","67,137","64,897","23,664","19,552",33.8,"90,133","203,489","83,697",532,"32,967","140,822",93744,134611,80703,93669,69770,106657,52103,90017,108664,73955,100474,62966,1397.0,7.7,34.7,41.8,39.0,31.3,244364,5.8,316500
51177,"Spotsylvania County, Virginia","125,684","61,130","64,554","7,357","15,606","17,545","20,003","7,523","7,058",36.5,"9,997","89,701","18,772",445,"2,817","45,606",78914,42292,63918,77692,82038,82850,51665,85682,89419,48974,87587,45531,300.0,5.8,23.7,36.8,27.8,24.9,66140,6.5,232100
51179,"Stafford County, Virginia","134,352","66,753","67,599","9,946","16,311","19,665","23,176","8,591","4,852",34.6,"13,410","89,309","22,326",773,"3,149","44,941",97606,42313,99452,59517,58300,100738,51667,82461,126997,65175,108392,47469,638.0,11.1,33.5,31.0,39.1,29.6,71442,5.6,289900
51199,"York County, Virginia","66,146","32,435","33,711","4,202","7,639","7,997","10,618","4,938","3,213",38.6,"3,369","48,438","9,356",100,"3,362","26,910",71974,22830,41870,78125,55853,85307,22813,56982,106272,56396,87621,38829,108.0,2.8,26.7,38.1,48.1,39.0,33919,4.0,322900
51510,"Alexandria city, Virginia","146,294","70,447","75,847","7,640","35,720","27,044","18,288","8,409","6,955",35.8,"24,531","76,856","30,314",117,"9,495","73,307",81160,65468,51668,82486,61675,105725,44571,80845,103955,64127,101927,71161,151.0,25.9,72.9,62.8,60.5,51.9,95680,4.4,501200
51550,"Chesapeake city, Virginia","228,417","111,029","117,388","15,440","30,566","30,196","36,665","15,567","11,841",36.7,"10,997","135,928","67,291",681,"7,209","85,207",65562,80343,49756,78476,51830,76150,41628,67635,80174,39493,76204,40796,746.0,8.8,28.0,37.7,29.5,16.6,121446,7.8,249300
51650,"Hampton city, Virginia","136,836","64,924","71,912","12,739","19,499","15,308","19,430","9,011","7,500",35.4,"6,844","55,527","67,535",532,"3,862","60,072",47472,52797,37386,44375,40953,58270,24172,44827,57967,41867,57659,35021,137.0,8.6,23.0,19.8,21.6,16.7,71359,11.8,187700
51680,"Lynchburg city, Virginia","77,113","36,615","40,498","11,536","10,950","6,993","8,364","4,199","3,654",29.7,"2,470","48,522","21,485",246,"1,732","32,043",36912,28000,25215,86250,16921,42850,24659,39526,38112,31316,44458,27691,117.0,11.1,45.9,19.1,34.6,23.0,35305,7.8,143200
51700,"Newport News city, Virginia","180,726","87,544","93,182","18,191","28,959","20,750","24,267","10,609","8,609",32.4,"14,233","82,268","69,904",506,"5,015","77,066",47476,70446,40276,37669,36656,55820,31311,49005,53937,37310,55243,31364,161.0,10.7,25.9,21.5,28.7,19.8,100196,10.1,194400
51710,"Norfolk city, Virginia","245,782","127,912","117,870","36,510","44,232","27,068","28,406","12,860","10,897",29.6,"17,623","108,758","101,459",930,"6,627","95,435",42644,86347,30777,47160,39162,55936,19372,47700,49378,37441,50880,30865,311.0,6.0,26.3,32.0,23.7,25.1,138564,12.8,193400
51760,"Richmond city, Virginia","210,309","99,218","111,091","23,394","38,783","24,295","25,687","13,061","10,893",32.3,"13,410","83,498","103,393",246,"3,887","98,789",38185,83456,27323,38255,27439,54490,16000,43286,45553,30077,48553,30017,119.0,15.9,43.4,40.2,28.5,27.5,111999,8.9,173000
51800,"Suffolk city, Virginia","85,181","40,650","44,531","5,127","9,652","12,178","13,449","5,783","4,375",38.4,"2,761","42,860","35,233",105,"1,414","33,549",65394,30623,43626,68298,93648,77935,29413,59694,77313,44398,73462,36190,593.0,5.6,25.7,24.3,23.2,20.0,43552,8.1,235100
51810,"Virginia Beach city, Virginia","447,021","219,367","227,654","36,239","72,501","58,556","63,562","28,791","21,299",34.9,"32,159","284,286","83,618",805,"28,674","179,690",61626,165376,50802,60798,46136,66348,37173,60020,76747,50690,74133,43275,594.0,10.6,29.2,36.1,34.5,29.3,249297,7.1,259500
53009,"Clallam County, Washington","71,863","35,377","36,486","3,900","7,902","6,852","8,934","5,980","6,652",50.2,"3,896","60,429",313,"3,694","1,375","35,704",42485,30044,"2,500-",45790,30005,44522,19829,39451,48822,43420,53523,26444,168.0,11.1,12.5,9.8,20.7,34.5,30215,12.8,209400
53011,"Clark County, Washington","438,287","217,195","221,092","26,550","56,216","60,333","62,457","28,304","26,783",37.4,"35,373","354,582","8,468","2,762","19,468","168,891",55719,160145,34298,74866,35326,57506,27045,60122,66697,41040,67046,34594,1190.0,5.2,21.5,29.6,28.2,26.2,217967,10.1,216300
53015,"Cowlitz County, Washington","101,996","50,655","51,341","6,111","11,597","12,303","14,303","7,354","7,444",41.4,"8,201","86,713",952,"1,068",986,"43,419",47692,38834,47615,61942,27112,50358,15715,52239,53503,38158,55241,23867,132.0,3.0,14.7,18.7,16.1,14.5,45709,14.9,169800
53033,"King County, Washington","2,007,440","1,001,445","1,005,995","134,183","331,544","304,651","289,714","137,061","108,782",37.2,"184,754","1,277,867","122,046","11,008","294,323","859,736",69047,804062,35949,76553,45290,75648,32447,71979,85297,47243,88174,47281,3864.0,19.3,48.8,49.9,44.6,39.2,1131542,6.7,353800
53035,"Kitsap County, Washington","254,991","129,435","125,556","20,595","34,203","29,836","36,417","19,433","17,033",39.1,"17,301","199,126","6,109","2,928","11,379","108,094",59073,97027,43257,55581,55915,61021,37048,60449,73080,45543,70884,40560,634.0,5.5,22.3,29.9,31.9,31.9,128757,10.3,255600
53053,"Pierce County, Washington","811,681","401,856","409,825","60,875","118,450","106,243","114,636","50,681","46,648",35.7,"78,131","563,178","53,354","9,225","47,487","328,644",57629,300554,39157,54895,45354,60782,33704,60216,69037,42759,67420,39496,2009.0,8.0,21.7,26.3,24.5,22.8,418736,9.8,218000
53057,"Skagit County, Washington","118,222","58,937","59,285","7,534","13,680","13,374","15,597","8,676","8,521",40.7,"20,435","89,950",603,"1,814","2,365","51,611",53400,44671,51420,48555,37659,57083,28347,54755,67779,38776,64845,33693,227.0,3.1,19.2,18.6,28.5,27.0,55699,7.8,242600
53061,"Snohomish County, Washington","733,036","367,352","365,684","47,737","103,118","104,155","113,393","49,339","43,064",37.6,"68,116","536,247","16,516","6,008","67,163","290,555",67136,270568,68592,74288,46561,69017,32253,72361,79775,42809,80028,41395,2174.0,7.6,29.5,31.4,29.4,28.2,394095,8.1,270600
53063,"Spokane County, Washington","475,735","235,740","239,995","38,182","63,770","58,669","64,301","31,403","30,829",37.1,"23,078","409,691","7,920","6,687","11,325","204,024",47624,189004,41570,43036,36751,48623,18396,55819,58105,33671,61247,27112,963.0,8.1,26.3,29.0,28.1,25.9,233746,9.4,174900
54039,"Kanawha County, West Virginia","192,179","92,270","99,909","11,260","23,646","23,274","27,768","15,853","13,445",41.9,"2,175","169,142","7,310",212,"2,335","92,373",46914,84099,30191,104964,60442,47940,34744,52153,53679,35185,57999,27165,109.0,11.2,35.3,27.6,24.5,19.7,93374,6.9,97900
55009,"Brown County, Wisconsin","253,032","125,812","127,220","16,890","34,929","31,027","38,085","15,181","15,291",36.2,"19,314","210,006","5,386","5,515","7,824","105,757",50131,98774,35621,51315,36838,51714,27000,54898,64045,30845,64573,28892,500.0,6.8,25.4,35.9,28.4,15.6,138235,6.5,159200
55025,"Dane County, Wisconsin","503,523","250,629","252,894","49,971","80,599","65,276","67,868","31,380","29,393",34.6,"30,786","409,176","26,333","1,384","26,069","217,806",59792,207415,26423,53434,30293,64670,22555,61180,75579,48764,80926,36925,774.0,18.5,54.9,48.1,43.3,37.4,297642,5.3,224900
55063,"La Crosse County, Wisconsin","116,461","56,826","59,635","13,165","14,578","13,469","15,094","7,712","6,468",35.7,"1,880","105,871","1,824",417,"5,035","48,751",47360,46959,25479,35908,40541,48198,22528,53865,61929,35563,67257,27657,248.0,7.9,28.0,40.3,30.0,21.2,64339,4.0,157400
55073,"Marathon County, Wisconsin","134,735","67,728","67,007","7,218","16,584","16,641","20,799","8,842","8,862",39.8,"3,253","121,008","1,078",313,"7,422","58,011",52419,52147,"2,500-",52436,41071,52777,30383,61016,61221,34221,60107,31292,233.0,8.9,28.9,30.0,21.8,12.7,75205,8.3,143700
55079,"Milwaukee County, Wisconsin","955,205","461,550","493,655","75,415","151,850","118,492","123,121","60,861","47,192",33.8,"132,349","511,756","248,976","5,298","33,315","417,449",42381,383291,25823,55377,33582,53501,18217,47150,52167,30990,55380,28648,164.0,11.3,33.2,31.6,27.7,20.0,489813,10.4,153200
55087,"Outagamie County, Wisconsin","178,816","89,016","89,800","10,655","24,634","23,135","28,490","12,083","9,328",37.9,"6,763","159,279","2,189","2,542","5,539","73,984",56918,68973,"250,000+",41821,45359,58071,32353,61774,73517,33020,72058,33301,306.0,10.5,25.3,31.5,32.0,14.6,99823,5.1,155000
55089,"Ozaukee County, Wisconsin","86,823","42,422","44,401","5,287","8,335","10,195","14,432","7,602","5,379",43.4,"2,138","80,657",966,240,"1,716","36,410",75170,34365,61447,145944,41086,75483,42914,94090,88693,40526,90125,31171,113.0,19.5,51.8,66.1,47.2,28.3,47500,4.9,241700
55105,"Rock County, Wisconsin","160,418","78,797","81,621","9,408","20,105","20,107","23,812","10,597","9,488",38.4,"12,636","134,912","4,705",467,"1,625","68,306",45989,63287,33598,72019,38098,46779,24985,49989,52984,33809,55664,27036,137.0,4.8,22.9,29.5,18.1,11.7,80666,10.2,129300
55109,"St. Croix County, Wisconsin","85,242","42,854","42,388","3,904","10,811","12,134","13,938","5,521","4,593",37.2,"1,773","80,677",515,553,571,"34,206",67870,32114,60900,61886,41050,69050,33982,76713,76192,43769,79082,35141,228.0,13.3,38.4,40.8,31.3,25.4,48300,6.1,200800
55117,"Sheboygan County, Wisconsin","115,009","57,519","57,490","5,369","14,180","14,330","17,799","8,928","6,808",41.4,"6,591","99,513","1,168",63,"5,951","50,640",51899,46653,28221,33725,35799,53708,40554,52387,65876,34503,65865,30939,61.0,14.4,22.9,32.1,26.7,13.5,64226,7.7,145700
55133,"Waukesha County, Wisconsin","392,292","192,574","199,718","19,073","41,333","49,310","65,693","30,381","26,378",42.7,"17,347","352,785","5,536",825,"10,558","161,288",72364,154189,38046,97833,39761,73264,36228,80391,90377,43077,89038,40126,581.0,14.2,46.2,48.8,40.5,26.1,217805,4.6,244100
