GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
53053,"Pierce County, Washington","843,954","419,917","424,037","60,659","126,461","108,203","111,525","56,287","48,642",36.0,"88,335","571,296","54,980","8,260","52,137","336,362",60167,307056,47755,62579,46709,62948,37443,60879,71168,46542,70818,39933,2253.0,249600,6.9,22.5,25.6,26.7,27.4,422023,6.9
53061,"Snohomish County, Washington","772,501","388,055","384,446","50,422","110,993","105,266","113,502","54,040","48,814",37.8,"76,481","550,588","19,282","6,269","73,798","300,466",76251,284176,60486,88569,50429,78163,43996,81624,91388,45766,90043,45900,2383.0,338500,8.1,33.1,34.6,31.7,29.7,413752,5.2
53063,"Spokane County, Washington","490,945","244,045","246,900","36,433","73,400","56,912","62,518","31,927","31,705",37.1,"26,599","417,357","7,698","5,726","10,523","208,309",48525,193117,28444,40469,43920,49530,21535,50590,61417,36528,61895,28890,1340.0,194400,7.6,24.4,32.6,29.6,27.4,232473,7.4
53067,"Thurston County, Washington","269,536","132,970","136,566","17,503","37,143","34,438","35,760","19,090","17,745",39.1,"23,122","203,544","8,831","4,279","14,312","112,535",62137,105159,75549,87260,53580,61697,32024,62748,74567,47710,73715,39332,881.0,244800,6.9,29.1,36.3,31.9,34.1,133454,7.1
54011,"Cabell County, West Virginia","96,844","47,020","49,824","9,584","11,927","11,501","11,553","6,436","6,063",38.4,"1,354","87,171","5,103",313,"1,391","46,493",38839,39303,13512,60399,39365,40776,12489,38663,58385,32442,59690,20828,68.0,118500,18.0,40.7,21.1,24.9,16.5,40807,6.5
54039,"Kanawha County, West Virginia","188,332","90,553","97,779","10,127","23,538","23,659","24,752","13,270","15,753",43.5,"2,043","165,480","13,367",61,"2,416","92,492",45028,81804,34737,122375,66354,45945,25547,47783,47923,40558,55603,29307,63.0,110600,7.6,35.3,24.9,24.5,20.6,86910,6.6
55009,"Brown County, Wisconsin","258,718","128,658","130,060","17,189","36,244","32,821","35,139","18,490","14,411",37.2,"21,383","210,884","5,509","5,524","7,801","107,998",54802,103894,35884,44735,33795,59494,30378,56977,68927,35794,73315,31307,520.0,159500,7.5,28.5,34.7,27.6,24.4,141935,4.2
55025,"Dane County, Wisconsin","523,643","259,497","264,146","54,751","81,126","68,289","64,870","34,021","29,802",34.8,"32,972","420,415","27,256","1,267","29,036","225,566",65202,216049,34017,56986,46556,69807,26625,67753,83002,56373,87002,41754,1195.0,240800,27.1,54.5,51.0,46.5,42.4,312231,3.9
55059,"Kenosha County, Wisconsin","168,437","83,627","84,810","12,544","20,432","22,257","24,854","11,842","10,299",38.2,"21,583","128,414","12,036",694,"2,540","69,713",55845,62950,36948,62224,41067,59127,17298,58466,71976,37932,70500,33244,178.0,164600,4.1,29.4,25.2,24.3,14.2,90504,6.7
55063,"La Crosse County, Wisconsin","118,212","57,188","61,024","13,936","14,629","12,499","14,640","8,740","6,519",35.8,"2,135","106,587","1,231",599,"5,574","49,441",49933,46116,28976,55409,25321,50357,26940,60809,66597,34263,68443,30089,204.0,157600,8.2,32.5,40.6,33.7,20.1,65676,4.2
55079,"Milwaukee County, Wisconsin","957,735","462,681","495,054","69,175","156,430","121,108","117,862","61,464","53,392",34.6,"138,888","501,804","248,974","4,300","39,938","416,963",45859,381917,28568,51546,36951,56588,22391,49542,52928,35629,57309,32172,128.0,150400,9.7,38.5,30.8,26.7,22.2,491216,6.3
55087,"Outagamie County, Wisconsin","183,245","91,182","92,063","11,852","24,522","23,903","26,328","13,146","10,577",37.7,"7,519","160,699","2,208","3,157","6,428","75,704",59252,71702,15170,67225,37858,61023,22548,66265,76831,33750,71758,35385,428.0,157700,7.3,32.2,36.8,29.2,19.5,102827,2.5
55089,"Ozaukee County, Wisconsin","87,850","42,800","45,050","5,276","8,300","10,042","13,385","7,688","5,780",43.8,"2,500","80,821","1,240",106,"1,844","36,931",79048,35429,147625,115825,52250,78682,16227,82011,99087,50961,92159,33668,170.0,250000,22.6,52.7,53.1,47.0,39.4,48094,2.8
55101,"Racine County, Wisconsin","195,080","97,651","97,429","12,602","23,023","22,945","29,114","14,343","12,885",40.2,"24,859","141,532","21,647",497,"2,333","82,334",57232,74960,23533,79569,36506,68069,33226,62255,74839,41428,74337,32214,189.0,162000,5.7,25.1,29.5,24.3,18.3,100692,5.5
55105,"Rock County, Wisconsin","161,448","78,891","82,557","9,765","19,204","20,512","22,662","12,781","8,983",39.0,"13,630","134,178","5,268",629,"2,122","68,314",53777,65054,25100,88803,57745,55188,22777,62389,61935,40766,63457,32569,184.0,133300,5.0,23.7,24.3,23.1,15.8,84760,7.0
55117,"Sheboygan County, Wisconsin","115,569","58,025","57,544","6,023","13,825","14,067","16,606","8,537","8,413",42.1,"7,120","98,220","1,741",211,"6,360","50,599",57047,47438,50059,72402,45496,57733,37208,64140,70471,35853,70917,31736,101.0,145000,10.2,21.3,28.0,24.2,20.0,62144,3.9
55127,"Walworth County, Wisconsin","102,804","51,379","51,425","9,654","10,812","11,602","14,458","7,741","6,641",38.9,"11,676","87,716","1,028",275,"1,128","51,795",58537,38106,11970,59308,52213,59227,16466,60093,75040,44244,74243,29794,192.0,188700,3.3,26.9,28.1,26.1,25.1,54853,4.6
55133,"Waukesha County, Wisconsin","396,488","194,667","201,821","21,653","40,141","48,371","61,138","31,646","29,275",43.3,"18,581","353,033","5,404",608,"12,347","163,365",77761,157143,40152,128443,56746,78313,48173,90423,97416,45449,95940,41441,803.0,261400,15.6,48.0,55.0,43.4,28.3,219862,2.8
56021,"Laramie County, Wyoming","97,121","48,904","48,217","7,232","14,444","10,978","11,894","8,101","4,982",36.4,"14,087","76,339","2,461",980,"1,141","41,960",60599,37740,71178,80553,42680,64220,37295,72464,71159,42435,75770,36989,388.0,204500,7.2,32.8,32.3,25.1,22.5,51047,6.5
